,Id,Movie,Domestic Box Office,Opening Weekend Box Office,Max Theater Count
196,197,"['Infinitely Polar Bear', 'Sony Pict…']","$1,430,655","$47,398",110
197,198,"['Lao pao er', 'China Lio…']","$1,414,696","$286,847",32
198,199,"['99 Homes', 'Broad Gre…']","$1,411,927","$32,253",691
199,200,"['Welcome Back', 'Eros Ente…']","$1,388,365","$714,235",135
200,201,"['The Cokeville Miracle', 'Excel Ent…']","$1,348,630","$159,468",51
201,202,"['The Salt of the Earth', 'Sony Pict…']","$1,343,349","$44,936",80
202,203,"['Iris', 'Magnolia …']","$1,310,678","$57,254",92
203,204,"['Gang jiong', 'Well Go USA']","$1,302,281","$537,736",34
204,205,"['The Wolfpack', 'Magnolia …']","$1,301,696","$43,920",94
205,206,"['Xia Luo Te Fan Nao', 'China Lio…']","$1,289,195","$363,949",40
206,207,"['’71', 'Roadside …']","$1,270,847","$55,761",121
207,208,"['The Ghouls', 'China Lio…']","$1,243,810","$279,974",27
208,209,"['Beyond the Mask', 'Gathr Films']","$1,236,094","$18,801",111
209,210,"['Child 44', 'Lionsgate']","$1,224,330","$621,812",510
210,211,"['Ich seh, Ich seh', 'RADiUS-TWC']","$1,178,196","$63,641",90
211,212,"['Black Sea', 'Focus Fea…']","$1,171,559","$37,675",353
212,213,"['Miss You Already', 'Roadside …']","$1,162,653","$552,506",384
213,214,"['Where Hope Grows', 'Roadside …']","$1,156,000","$457,287",276
214,215,"['Veteran', 'CJ Entert…']","$1,155,652",,46
215,216,"['The Met: Live in HD - Tannhauser', '']","$1,150,000","$1,150,000",900
216,217,"['Macbeth', 'Weinstein…']","$1,110,707","$69,833",108
217,218,"['The Overnight', 'The Orchard']","$1,109,808","$53,022",307
218,219,"['Timbuktu', 'Cohen Med…']","$1,076,075","$50,000",56
219,220,"['Dior and I', 'The Orchard']","$1,028,953","$45,772",95
220,221,"['5 Flights Up', 'Focus Fea…']","$1,020,921","$238,491",94
221,222,"['Big Stone Gap', 'Picturehouse']","$1,009,984","$362,422",280
222,223,"['Faith of Our Fathers', 'Pure Flix…']","$1,004,105","$438,186",344
223,224,"['Gett: The Trial of Viviane Amsalem', 'Music Box…']","$988,150","$24,210",74
224,225,"['Singh Is Bliing', 'Eros Ente…']","$919,095","$487,040",135
225,226,"['Best of Enemies', 'Magnolia …']","$892,802","$50,738",69
226,227,"['ABCD 2', 'UTV Commu…']","$892,133","$444,195",146
227,228,"['Mustang', 'Cohen Med…']","$845,464","$20,321",57
228,229,"['Sleeping with Other People', 'IFC Films']","$814,775","$89,102",392
229,230,"['The Wrecking Crew', 'Magnolia …']","$801,606","$56,858",65
230,231,"['Im Labyrinth des Schweigens', 'Sony Pict…']","$794,452","$22,101",72
231,232,"['Once I Was a Beehive', 'Purdie Di…']","$731,549","$48,407",32
232,233,"['Seymour: An Introduction', 'IFC Films']","$729,744","$26,587",64
233,234,"['Cartel Land', 'The Orchard']","$704,352","$15,581",65
234,235,"['Tangerine', 'Magnolia …']","$702,354","$60,683",44
235,236,"['Himalaya', 'CJ Entert…']","$696,717","$13,387",36
236,237,"['Red Army', 'Sony Pict…']","$694,647","$20,100",84
237,238,"['The D Train', 'IFC Films']","$669,688","$447,661","1,009"
238,239,"['Brothers', 'Fox Inter…']","$656,688","$357,404",164
239,240,"['The Stanford Prison Experiment', 'IFC Films']","$649,690","$37,514",79
240,241,"['Cìkè Niè Yinniáng', 'Well Go USA']","$632,542","$47,892",53
241,242,"['Welcome to Me', 'Alchemy']","$625,727","$38,168",133
242,243,"['Kumiko, The Treasure Hunter', 'Amplify']","$623,383","$34,114",71
243,244,"['Omoide no Mani', 'GKIDS']","$565,042","$27,389",57
244,245,"[""Jimmy's Hall"", 'Sony Pict…']","$560,341","$19,881",47
245,246,"['A Little Chaos', 'Focus Fea…']","$558,173","$181,791",87
246,247,"['Remember', 'Entertain…']","$547,009","$27,006",43
247,248,"['Freeheld', 'Lionsgate']","$546,201","$37,983",148
248,249,"['By the Sea', 'Universal']","$538,460","$96,250",142
249,250,"['Shaandaar', 'Fox Inter…']","$521,794","$384,685",136
250,251,"['The Black Panthers: Vanguard of the Revolution', 'PBS Distr…']","$516,893","$20,215",12
251,252,"['Deli Man: The Movie', 'Cohen Med…']","$502,294","$37,321",38
252,253,"['Peggy Guggenheim: Art Addict', 'Submarine…']","$498,428","$22,258",25
253,254,"['Steve Jobs: The Man in the Machine', 'Magnolia …']","$494,506","$140,064",68
254,255,"['Phantom', 'UTV Commu…']","$489,984","$266,756",93
255,256,"['The Last: Naruto the Movie', 'Eleven Arts']","$483,795",,34
256,257,"['You yi ge di fang zhi you wo men zhi dao', 'China Lio…']","$482,013","$304,934",45
257,258,"['Brotherly Love', 'Freestyle…']","$478,595","$246,902",200
258,259,"['Darbareye Elly', 'Cinema Guild']","$470,346","$13,180",13
259,260,"['Zan men jie hun ba', 'China Lio…']","$461,996","$180,929",39
260,261,"['Bombay Velvet', 'Fox Inter…']","$450,692","$320,000",218
261,262,"['Felix et Meira', 'Oscillosc…']","$447,353","$15,018",44
262,263,"['Rosenwald', 'The Ciesl…']","$433,924","$6,000",21
263,264,"['Saint Laurent', 'Sony Pict…']","$429,477","$36,136",59
264,265,"['Listen to Me Marlon', 'Abramoram…']","$426,130","$30,068",38
265,266,"['Gemma Bovery', 'Music Box…']","$425,080","$27,434",29
266,267,"['Heart of a Dog', 'Abramoram…']","$420,813","$13,893",22
267,268,"['Janis: Little Girl Blue', 'FilmRise']","$410,465","$21,861",26
268,269,"['Unbranded', 'Gravitas …']","$410,185","$141,416",80
269,270,"['Wo shi zheng ren', 'China Lio…']","$409,644","$194,736",40
270,271,"['Badlapur', 'Eros Ente…']","$409,166","$227,759",82
271,272,"['The Hunting Ground', 'RADiUS-TWC']","$405,917","$24,107",25
272,273,"['Freetown', 'Purdie Di…']","$397,122","$118,551",124
273,274,"['Gui lai', 'Sony Pict…']","$377,607","$26,361",55
274,275,"['Que Horas Ela Volta?', 'Oscillosc…']","$376,976","$24,086",38
275,276,"['Boychoir', 'Mongrel M…']","$366,474",,24
276,277,"['Katti Batti', 'UTV Commu…']","$364,932","$239,816",127
277,278,"['Maps to the Stars', 'Focus Fea…']","$350,741","$143,422",66
278,279,"['Noble', 'Aspiratio…']","$347,321","$231,319",175
279,280,"['Talvar', 'Reliance …']","$342,428","$144,713",51
280,281,"[""Kahlil Gibran's The Prophet"", 'GKIDS']","$340,536","$27,435",37
281,282,"['Detective Byomkesh Bakshy', 'Yash Raj …']","$338,637","$338,637",82
282,283,"['Ballet 422', 'Magnolia …']","$333,554","$27,653",27
283,284,"['N.L.L: Yeonpyeong Haejeon', 'Well Go USA']","$324,719","$108,255",13
284,285,"['Shamitabh', 'Eros Ente…']","$324,597","$241,720",137
285,286,"['Taxi', 'Kino Lorber']","$321,642",,20
286,287,"['A Borrowed Identity', 'Strand']","$319,391","$25,699",22
287,288,"['Good Kill', 'IFC Films']","$317,072","$17,750",143
288,289,"['David and Goliath', 'RiverRain…']","$316,117","$154,901",31
289,290,"['Benpao Ba! Xiongdi', 'China Lio…']","$309,297","$184,926",21
290,291,"['Hitchcock/Truffaut', 'Cohen Med…']","$304,899","$28,178",23
291,292,"['The Man in 3B', 'Freestyle…']","$291,513","$109,043",36
292,293,"['Above and Beyond', 'Internati…']","$288,751","$6,448",21
293,294,"['Gun dan ba! Zhong liu jun', 'China Lio…']","$286,639","$50,036",15
294,295,"['Theeb', 'Film Move…']","$283,024","$9,181",27
295,296,"['Feher isten', 'Magnolia …']","$282,358","$16,139",29
296,297,"[""L'homme qu'on aimait trop"", 'Cohen Med…']","$277,528","$14,553",50
297,298,"['Gabbar is Back', 'Eros Ente…']","$276,429","$276,429",107
298,299,"['Nh10', 'Eros Ente…']","$262,586",,40
299,300,"['Boruto: Naruto the Movie', 'Eleven Arts']","$259,028","$259,028",155
300,301,"['Shingeki no kyojin', 'FUNimation']","$258,794",,264
301,302,"['Love', 'Alchemy']","$249,665","$29,301",26
302,303,"['Carter High', 'PlayNow E…']","$240,214","$87,274",39
303,304,"['Tevar', 'Eros Ente…']","$236,002","$171,026",127
304,305,"['Hamari Adhuri Kahani', 'Fox Inter…']","$235,361","$131,263",67
305,306,"['Slow West', 'A24']","$229,094",,54
306,307,"['A Royal Night Out', 'Atlas Dis…']","$228,136","$100,847",158
307,308,"['Jeremy Scott: The People’s Designer', 'The Vlada…']","$225,000","$225,000",12
308,309,"['En duva satt på en gren och funderade på tillva…', 'Magnolia …']","$222,989","$17,398",17
309,310,"['The Taking of Tiger Mountain', 'Well Go USA']","$222,964","$50,621",13
310,311,"['Pyaar Ka Punchnama 2', 'Reliance …']","$222,856","$107,364",49
311,312,"['Chocolate City', 'Freestyle…']","$212,662","$98,829",23
312,313,"['Lang Tu Teng', 'Sony Pict…']","$212,616",,5
313,314,"['Peng ran xin dong', 'China Lio…']","$212,508","$120,074",36
314,315,"['Dark Places', 'A24']","$208,588","$99,601",151
315,316,"['Heneral Luna', 'Abramoram…']","$206,040","$15,485",42
316,317,"['Une nouvelle amie', 'Mongrel M…']","$196,284","$14,620",45
317,318,"['Escobar: Paradise Lost', 'RADiUS-TWC']","$195,792","$106,869",105
318,319,"['Merchants of Doubt', 'Sony Pict…']","$192,362","$20,327",30
319,320,"['La French', 'Drafthous…']","$190,980","$10,335",27
320,321,"['Beeba Boys', '']","$189,786",,6
321,322,"['Shi gu', 'China Lio…']","$188,306","$86,048",24
322,323,"['Stonewall', 'Roadside …']","$187,674","$112,834",129
323,324,"['Maggie', 'Roadside …']","$187,112","$131,175",79
324,325,"['Lambert & Stamp', 'Sony Pict…']","$183,320","$13,487",31
325,326,"['3 coeurs', 'Cohen Med…']","$182,522","$11,336",29
326,327,"['An Honest Liar', 'Abramoram…']","$180,590","$13,821",15
327,328,"['The Young and Prodigious T.S. Spivet', 'Weinstein…']","$176,847","$110,295",100
328,329,"['Serena', 'Magnolia …']","$176,391","$100,090",59
329,330,"['Mita Tova', 'IDP/Samue…']","$172,860","$7,616",14
330,331,"['All Things Must Pass', 'Gravitas …']","$166,872","$19,001",14
331,332,"['Zhong Kui fu mo: Xue yao mo ling', 'Well Go USA']","$165,428","$73,817",24
332,333,"['Time Out of Mind', 'IFC Films']","$164,849","$18,934",18
333,334,"[""C'est Si Bon"", 'CJ Entert…']","$164,167",,23
334,335,"['The Last Women Standing', 'China Lio…']","$163,406","$73,344",17
335,336,"['After the Ball', 'Pacific N…']","$161,820","$31,718",43
336,337,"['Il capitale umano', 'Film Move…']","$158,549",,11
337,338,"['Hell & Back', 'Freestyle…']","$157,768","$104,374",411
338,339,"['Experimenter', 'Magnolia …']","$155,575","$8,682",30
339,340,"['Desert Dancer', 'Relativity']","$155,271","$40,763",36
340,341,"['Guten Tag, Ramon', '20th Cent…']","$154,356","$51,105",29
341,342,"['Samba', 'Entertain…']","$151,530","$24,588",27
342,343,"['Plemya', 'Drafthous…']","$150,565","$11,094",13
343,344,"['Forever Young', 'China Lio…']","$149,761","$70,047",14
344,345,"['The Last Five Years', 'RADiUS-TWC']","$147,299","$51,475",36
345,346,"['Kurt Cobain: Montage Of Heck', 'HBO Docum…']","$140,208",,
346,347,"['X+Y', 'Samuel Go…']","$139,511","$31,408",18
347,348,"['Jag är Ingrid', 'Rialto Pi…']","$138,148","$8,355",13
348,349,"['5 to 7', 'IFC Films']","$137,112","$18,006",27
349,350,"['La Sapienza', 'Kino Lorber']","$135,392",,6
350,351,"['Cop Car', 'Focus Fea…']","$134,552","$26,146",60
